"Operativo";"escuela seleccionada";"Nivel";"Gestión";"Supervisión";"Escuela_ID";"CUE";"subcue";"Número_escuela";"Anexo";"Número_Anexo";"Nombre_Escuela";"Departamento";"Localidad";"zona";"AMBITO";"Regional";"Curso";"Curso_ID";"División";"División_ID";"Turno";"Modalidad";"Matrícula";"Cantidad_alumnos_evaluados_por_división";"Diferencia por censar";"ciclo_lectivo";"cencista"
"División aún no censada!";"no";"Primario";"Pública";"47 - Primario";"420";"5000993";"00";"1502";"0";"1502-0";"MARÍA I. ZARA DE GUIARD";"TUNUYÁN";"TUNUYÁN";"60%";"Urbano marginal";"CENTRO-SUR";"5°";"11";"A";"4587";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Pública";"47 - Primario";"420";"5000993";"00";"1502";"0";"1502-0";"MARÍA I. ZARA DE GUIARD";"TUNUYÁN";"TUNUYÁN";"60%";"Urbano marginal";"CENTRO-SUR";"5°";"11";"B";"4588";"Mañana";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Pública";"47 - Primario";"420";"5000993";"00";"1502";"0";"1502-0";"MARÍA I. ZARA DE GUIARD";"TUNUYÁN";"TUNUYÁN";"60%";"Urbano marginal";"CENTRO-SUR";"6°";"12";"A";"4589";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Pública";"47 - Primario";"420";"5000993";"00";"1502";"0";"1502-0";"MARÍA I. ZARA DE GUIARD";"TUNUYÁN";"TUNUYÁN";"60%";"Urbano marginal";"CENTRO-SUR";"6°";"12";"B";"4590";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Pública";"47 - Primario";"420";"5000993";"00";"1502";"0";"1502-0";"MARÍA I. ZARA DE GUIARD";"TUNUYÁN";"TUNUYÁN";"60%";"Urbano marginal";"CENTRO-SUR";"7°";"13";"A";"4591";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Pública";"47 - Primario";"420";"5000993";"00";"1502";"0";"1502-0";"MARÍA I. ZARA DE GUIARD";"TUNUYÁN";"TUNUYÁN";"60%";"Urbano marginal";"CENTRO-SUR";"7°";"13";"B";"37081";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Pública";"18 - Primario";"421";"5000339";"00";"1503";"0";"1503-0";"RÍO TUNUYÁN";"TUNUYÁN";"LOS ARBOLES";"110%";"Rural frontera";"CENTRO-SUR";"Grado Múltiple";"71";"1°- 2-° 3°";"61046";"Mañana";"Presencial";"12";"0";"12";-;-
"División aún no censada!";"no";"Primario";"Pública";"18 - Primario";"421";"5000339";"00";"1503";"0";"1503-0";"RÍO TUNUYÁN";"TUNUYÁN";"LOS ARBOLES";"110%";"Rural frontera";"CENTRO-SUR";"Grado Múltiple";"71";"4°- 5°- 6°- 7°";"61049";"Mañana";"Presencial";"17";"0";"17";-;-
"División aún no censada!";"no";"Primario";"Pública";"36 - Primario";"422";"5001202";"00";"1504";"0";"1504-0";"PEDRO CHRISTOPHERSEN";"GRAL. ALVEAR";"SAN PEDRO DEL ATUEL";"80%";"Rural";"SUR";"2°";"8";"U";"4607";"Tarde";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"36 - Primario";"422";"5001202";"00";"1504";"0";"1504-0";"PEDRO CHRISTOPHERSEN";"GRAL. ALVEAR";"SAN PEDRO DEL ATUEL";"80%";"Rural";"SUR";"3°";"9";"U";"4608";"Tarde";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"36 - Primario";"422";"5001202";"00";"1504";"0";"1504-0";"PEDRO CHRISTOPHERSEN";"GRAL. ALVEAR";"SAN PEDRO DEL ATUEL";"80%";"Rural";"SUR";"4°";"10";"U";"4602";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"36 - Primario";"422";"5001202";"00";"1504";"0";"1504-0";"PEDRO CHRISTOPHERSEN";"GRAL. ALVEAR";"SAN PEDRO DEL ATUEL";"80%";"Rural";"SUR";"5°";"11";"U";"4603";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"36 - Primario";"422";"5001202";"00";"1504";"0";"1504-0";"PEDRO CHRISTOPHERSEN";"GRAL. ALVEAR";"SAN PEDRO DEL ATUEL";"80%";"Rural";"SUR";"6°";"12";"U";"4604";"Mañana";"Presencial";"14";"0";"14";-;-
"División aún no censada!";"no";"Primario";"Pública";"36 - Primario";"422";"5001202";"00";"1504";"0";"1504-0";"PEDRO CHRISTOPHERSEN";"GRAL. ALVEAR";"SAN PEDRO DEL ATUEL";"80%";"Rural";"SUR";"7°";"13";"U";"4605";"Mañana";"Presencial";"8";"0";"8";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"2°";"8";"A";"4624";"Tarde";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"2°";"8";"B";"4625";"Tarde";"Presencial";"17";"0";"17";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"2°";"8";"C";"82324";"Tarde";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"3°";"9";"A";"4628";"Tarde";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"3°";"9";"B";"4627";"Tarde";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"3°";"9";"C";"4629";"Tarde";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"4°";"10";"A";"4611";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"4°";"10";"B";"4610";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"4°";"10";"C";"63380";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"5°";"11";"A";"4613";"Mañana";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"5°";"11";"B";"4614";"Mañana";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"6°";"12";"A";"4616";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"6°";"12";"B";"4617";"Mañana";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"6°";"12";"C";"4618";"Mañana";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"7°";"13";"A";"4619";"Mañana";"Presencial";"17";"0";"17";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"7°";"13";"B";"4620";"Mañana";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Primario";"Pública";"52 - Primario";"423";"5000655";"00";"1505";"0";"1505-0";"MARÍA D. HENRIQUEZ DE BUSTOS";"SAN RAFAEL";"SAN RAFAEL CIUDAD";"110%";"Urbano marginal";"SUR";"7°";"13";"C";"58185";"Mañana";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"18 - Primario";"424";"5000971";"00";"1506";"0";"1506-0";"AMERICA";"TUNUYÁN";"LAS PINTADAS";"110%";"Rural";"CENTRO-SUR";"2°";"8";"U";"4638";"Tarde";"Presencial";"31";"0";"31";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Pública";"18 - Primario";"424";"5000971";"00";"1506";"0";"1506-0";"AMERICA";"TUNUYÁN";"LAS PINTADAS";"110%";"Rural";"CENTRO-SUR";"3°";"9";"u";"4631";"Tarde";"Presencial";"22";"18";"4";"2022";"MARIÑO YAMILA IBEL,VARGAS MARIA FERNANDA,ZURANO TERESITA DEL CARMEN"
"División aún no censada!";"no";"Primario";"Pública";"18 - Primario";"424";"5000971";"00";"1506";"0";"1506-0";"AMERICA";"TUNUYÁN";"LAS PINTADAS";"110%";"Rural";"CENTRO-SUR";"4°";"10";"U";"35130";"Mañana";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"18 - Primario";"424";"5000971";"00";"1506";"0";"1506-0";"AMERICA";"TUNUYÁN";"LAS PINTADAS";"110%";"Rural";"CENTRO-SUR";"5°";"11";"U";"4632";"Mañana";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Pública";"18 - Primario";"424";"5000971";"00";"1506";"0";"1506-0";"AMERICA";"TUNUYÁN";"LAS PINTADAS";"110%";"Rural";"CENTRO-SUR";"6°";"12";"U";"4633";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"18 - Primario";"424";"5000971";"00";"1506";"0";"1506-0";"AMERICA";"TUNUYÁN";"LAS PINTADAS";"110%";"Rural";"CENTRO-SUR";"7°";"13";"U";"4634";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"44 - Primario";"425";"5000975";"00";"1507";"0";"1507-0";"MARTÍN GIL";"SANTA ROSA";"12 DE OCTUBRE";"110%";"Rural";"ESTE";"2°";"8";"A";"4641";"Mañana";"Presencial";"13";"0";"13";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Pública";"44 - Primario";"425";"5000975";"00";"1507";"0";"1507-0";"MARTÍN GIL";"SANTA ROSA";"12 DE OCTUBRE";"110%";"Rural";"ESTE";"3°";"9";"A";"4642";"Mañana";"Presencial";"14";"10";"4";"2022";"CESARE NORA VIVIANA,GOMEZ ANA CLAUDIA,TREJO GUSTAVO ADRIAN"
"División aún no censada!";"no";"Primario";"Pública";"44 - Primario";"425";"5000975";"00";"1507";"0";"1507-0";"MARTÍN GIL";"SANTA ROSA";"12 DE OCTUBRE";"110%";"Rural";"ESTE";"6°";"12";"A";"4645";"Mañana";"Presencial";"14";"0";"14";-;-
"División aún no censada!";"no";"Primario";"Pública";"44 - Primario";"425";"5000975";"00";"1507";"0";"1507-0";"MARTÍN GIL";"SANTA ROSA";"12 DE OCTUBRE";"110%";"Rural";"ESTE";"7°";"13";"A";"4646";"Mañana";"Presencial";"12";"0";"12";-;-
"División aún no censada!";"no";"Primario";"Pública";"44 - Primario";"425";"5000975";"00";"1507";"0";"1507-0";"MARTÍN GIL";"SANTA ROSA";"12 DE OCTUBRE";"110%";"Rural";"ESTE";"Grado Múltiple";"71";"4 y 5";"83399";"Mañana";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Primario";"Pública";"49 - Primario";"426";"5001205";"00";"1508";"0";"1508-0";"VALENTIN VISTUER GIL";"GRAL. ALVEAR";"BOWEN";"80%";"Marginal";"SUR";"2°";"8";"U";"4652";"Tarde";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Pública";"49 - Primario";"426";"5001205";"00";"1508";"0";"1508-0";"VALENTIN VISTUER GIL";"GRAL. ALVEAR";"BOWEN";"80%";"Marginal";"SUR";"3°";"9";"U";"4653";"Tarde";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Primario";"Pública";"49 - Primario";"426";"5001205";"00";"1508";"0";"1508-0";"VALENTIN VISTUER GIL";"GRAL. ALVEAR";"BOWEN";"80%";"Marginal";"SUR";"4°";"10";"U";"4649";"Mañana";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"49 - Primario";"426";"5001205";"00";"1508";"0";"1508-0";"VALENTIN VISTUER GIL";"GRAL. ALVEAR";"BOWEN";"80%";"Marginal";"SUR";"5°";"11";"U";"37086";"Mañana";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Primario";"Pública";"49 - Primario";"426";"5001205";"00";"1508";"0";"1508-0";"VALENTIN VISTUER GIL";"GRAL. ALVEAR";"BOWEN";"80%";"Marginal";"SUR";"6°";"12";"U";"4650";"Mañana";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Primario";"Pública";"49 - Primario";"426";"5001205";"00";"1508";"0";"1508-0";"VALENTIN VISTUER GIL";"GRAL. ALVEAR";"BOWEN";"80%";"Marginal";"SUR";"7°";"13";"U";"4651";"Mañana";"Presencial";"11";"0";"11";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"2°";"8";"A";"4654";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"2°";"8";"B";"35132";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"2°";"8";"C";"4666";"Tarde";"Presencial";"31";"0";"31";-;-
"Operativo 2022 Instancia II";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"3°";"9";"A";"4656";"Mañana";"Presencial";"30";"23";"7";"2022";"BLANQUER LIDIA GRACIELA,CANILLA MARIA TRINIDAD,CASTRO CARLA AGOSTINA,MIRABILE BEATRIZ ANGELICA,VINANTE MARIA DEBORA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"3°";"9";"B";"35133";"Tarde";"Presencial";"25";"20";"5";"2022";"Iaconetti Silvina,OLMEDO PATRICIA ANDREA"
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"3°";"9";"C";"4667";"Tarde";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"4°";"10";"A";"4657";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"4°";"10";"B";"4668";"Mañana";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"4°";"10";"C";"4669";"Tarde";"Presencial";"28";"0";"28";-;-
"Operativo 2022 Instancia II";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"5°";"11";"A";"37087";"Mañana";"Presencial";"28";"24";"4";"2022";"BLANQUER LIDIA GRACIELA,CANILLA MARIA TRINIDAD,CASTRO CARLA AGOSTINA,MIRABILE BEATRIZ ANGELICA,VINANTE MARIA DEBORA"
"Operativo 2022 Instancia II";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"5°";"11";"B";"4658";"Mañana";"Presencial";"25";"22";"3";"2022";"BLANQUER LIDIA GRACIELA,CANILLA MARIA TRINIDAD,CASTRO CARLA AGOSTINA,MIRABILE BEATRIZ ANGELICA,VINANTE MARIA DEBORA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"5°";"11";"C";"37089";"Tarde";"Presencial";"27";"19";"8";"2022";"Iaconetti Silvina,OLMEDO PATRICIA ANDREA"
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"6°";"12";"A";"37088";"Mañana";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"6°";"12";"B";"4659";"Tarde";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"6°";"12";"C";"37090";"Tarde";"Presencial";"28";"0";"28";-;-
"Operativo 2022 Instancia II";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"7°";"13";"A";"4660";"Mañana";"Presencial";"33";"27";"6";"2022";"BLANQUER LIDIA GRACIELA,CANILLA MARIA TRINIDAD,CASTRO CARLA AGOSTINA,MIRABILE BEATRIZ ANGELICA,VINANTE MARIA DEBORA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"7°";"13";"B";"4661";"Tarde";"Presencial";"22";"16";"6";"2022";"Iaconetti Silvina,OLMEDO PATRICIA ANDREA"
"Operativo 2022 Instancia I";"si";"Primario";"Pública";"50 - Primario";"427";"5000153";"00";"1509";"0";"1509-0";"CADETES DE AERONÁUTICA";"LAS HERAS";"EL ZAPALLAR";"40%";"Urbano";"NORTE";"7°";"13";"C";"4662";"Tarde";"Presencial";"22";"18";"4";"2022";"Iaconetti Silvina,OLMEDO PATRICIA ANDREA"
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"2°";"8";"A";"4690";"Mañana";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"2°";"8";"B";"4688";"Tarde";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"2°";"8";"C";"35136";"Tarde";"Presencial";"18";"0";"18";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"3°";"9";"A";"35134";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"3°";"9";"B";"4694";"Tarde";"Presencial";"14";"0";"14";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"3°";"9";"C";"4695";"Tarde";"Presencial";"15";"0";"15";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"4°";"10";"A";"4675";"Mañana";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"4°";"10";"B";"4698";"Tarde";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"4°";"10";"C";"35137";"Tarde";"Presencial";"11";"0";"11";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"5°";"11";"A";"4677";"Mañana";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"5°";"11";"B";"4678";"Tarde";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"6°";"12";"A";"4680";"Mañana";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Primario";"Pública";"38 - Primario";"428";"5000231";"00";"1510";"0";"1510-0";"GUSTAVO MARTÍNEZ ZUVIRÍA";"LAS HERAS";"EL PLUMERILLO";"60%";"Marginal";"NORTE";"6°";"12";"B";"4681";"Mañana";"Presencial";"19";"0";"19";-;-
