"Operativo";"escuela seleccionada";"Nivel";"Gestión";"Supervisión";"Escuela_ID";"CUE";"subcue";"Número_escuela";"Anexo";"Número_Anexo";"Nombre_Escuela";"Departamento";"Localidad";"zona";"AMBITO";"Regional";"Curso";"Curso_ID";"División";"División_ID";"Turno";"Modalidad";"Matrícula";"Cantidad_alumnos_evaluados_por_división";"Diferencia por censar";"ciclo_lectivo";"cencista"
"División aún no censada!";"si";"Primario";"Privada";"02 - Primario Privada";"1847";"5001134";"00";"P043";"0";"P043-0";"SAN PIO X";"SAN MARTÍN";"SAN MARTÍN";"Sin Zona";"Urbano";"NO CORRESPONDE";"6°";"12";"B";"37762";"Tarde";"Presencial";"25";"0";"25";-;-
"Operativo 2022 Instancia I";"si";"Primario";"Privada";"02 - Primario Privada";"1847";"5001134";"00";"P043";"0";"P043-0";"SAN PIO X";"SAN MARTÍN";"SAN MARTÍN";"Sin Zona";"Urbano";"NO CORRESPONDE";"7°";"13";"A";"40659";"Mañana";"Presencial";"34";"29";"5";"2022";"BECERRA PAOLA MARIANA"
"Operativo 2022 Instancia I";"si";"Primario";"Privada";"02 - Primario Privada";"1847";"5001134";"00";"P043";"0";"P043-0";"SAN PIO X";"SAN MARTÍN";"SAN MARTÍN";"Sin Zona";"Urbano";"NO CORRESPONDE";"7°";"13";"B";"40660";"Tarde";"Presencial";"33";"27";"6";"2022";"BECERRA PAOLA MARIANA"
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"2°";"8";"A";"35842";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"2°";"8";"B";"35845";"Tarde";"Presencial";"28";"0";"28";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"3°";"9";"A";"35843";"Mañana";"Presencial";"30";"28";"2";"2022";"ARIAS VERONICA VALERIA,MARCHIORI CLAUDIA GABRIELA,SALOMON GONZALEZ ZAHIRA ANABEL,STREICH GISELLA MELISA,TORREZ SILVIA VERÓNICA"
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"3°";"9";"B";"35846";"Tarde";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"4°";"10";"A";"37766";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"4°";"10";"B";"37769";"Tarde";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"5°";"11";"A";"37767";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"5°";"11";"B";"37770";"Tarde";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"6°";"12";"A";"37768";"Mañana";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"6°";"12";"B";"37771";"Tarde";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"7°";"13";"A";"40662";"Mañana";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"2572";"5000863";"00";"P045";"0";"P045-0";"Fundación Instituto Privado Enseñanza Pedagógica";"LAS HERAS";"EL ALGARROBAL";"Sin Zona";"Rural";"NO CORRESPONDE";"7°";"13";"B";"40663";"Tarde";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"8";"A";"35849";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"8";"B";"35850";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"9";"A";"35851";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"9";"B";"35852";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"10";"A";"37772";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"10";"B";"37773";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"11";"A";"37774";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"11";"B";"37775";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"6°";"12";"A";"37776";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"6°";"12";"B";"37777";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"7°";"13";"A";"40664";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"01 - Primario Privada";"1849";"5000782";"00";"P046";"0";"P046-0";"I.C.E.I.";"CAPITAL";"PRIMERA SECCION";"Sin Zona";"Urbano";"NO CORRESPONDE";"7°";"13";"B";"40665";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"8";"A";"35856";"Tarde";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"2°";"8";"B";"35857";"Tarde";"Presencial";"34";"0";"34";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"9";"A";"35858";"Tarde";"Presencial";"34";"0";"34";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"3°";"9";"B";"35859";"Tarde";"Presencial";"34";"0";"34";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"10";"A";"37778";"Tarde";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"4°";"10";"B";"37779";"Tarde";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"11";"A";"37780";"Tarde";"Presencial";"34";"0";"34";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"5°";"11";"B";"37781";"Tarde";"Presencial";"33";"0";"33";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"6°";"12";"A";"37782";"Tarde";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"6°";"12";"B";"37783";"Tarde";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"7°";"13";"A";"40666";"Tarde";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Primario";"Privada";"07 - Primario Privada";"1850";"5000569";"00";"P047";"0";"P047-0";"ADALGISA MELI DE FURLOTTI";"MAIPÚ";"MAIPÚ";"Sin Zona";"Urbano";"NO CORRESPONDE";"7°";"13";"B";"40667";"Tarde";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"2°";"8";"A";"35862";"Tarde";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"2°";"8";"B";"35863";"Tarde";"Presencial";"28";"0";"28";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"3°";"9";"A";"35864";"Tarde";"Presencial";"24";"21";"3";"2022";"CAMPONOVO PAULA BEATRIZ,GIAMPORTONE MARTINA REGINA,HERRERA COZZOLI CELIA MARIANA,LOPEZ IVANA,MARTINEZ CAROLINA LAURA,MAYRA JAQUELINA FLORINDO"
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"3°";"9";"B";"35865";"Tarde";"Presencial";"26";"24";"2";"2022";"CAMPONOVO PAULA BEATRIZ,GIAMPORTONE MARTINA REGINA,HERRERA COZZOLI CELIA MARIANA,LOPEZ IVANA,MARTINEZ CAROLINA LAURA,MAYRA JAQUELINA FLORINDO"
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"4°";"10";"A";"37784";"Tarde";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"4°";"10";"B";"37785";"Tarde";"Presencial";"25";"0";"25";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"5°";"11";"A";"37786";"Tarde";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"5°";"11";"B";"37787";"Tarde";"Presencial";"26";"0";"26";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"6°";"12";"A";"37788";"Tarde";"Presencial";"24";"0";"24";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"6°";"12";"B";"37789";"Tarde";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"7°";"13";"A";"40668";"Tarde";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1851";"5000098";"00";"P048";"0";"P048-0";"P. ARLINGTON LUCERO";"GUAYMALLÉN";"CAPILLA DEL ROSARIO";"30%";"Urbano";"NO CORRESPONDE";"7°";"13";"B";"40669";"Tarde";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"2°";"8";"A";"35868";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"2°";"8";"B";"35869";"Mañana";"Presencial";"29";"0";"29";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"3°";"9";"A";"35870";"Mañana";"Presencial";"31";"24";"7";"2022";"BARRAZA JOHANA GISEL,DELGADO FORNES GABRIELA VIVIANA,INOCENTE ABBATE MARÍA BELEN,KONJAK BEATRIZ FABIANA,LÓPEZ PAOLA EDITH ,LOYOLA LORENA"
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"3°";"9";"B";"35871";"Mañana";"Presencial";"31";"22";"9";"2022";"BARRAZA JOHANA GISEL,DELGADO FORNES GABRIELA VIVIANA,INOCENTE ABBATE MARÍA BELEN,KONJAK BEATRIZ FABIANA,LÓPEZ PAOLA EDITH ,LOYOLA LORENA"
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"4°";"10";"A";"37790";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"4°";"10";"B";"37791";"Mañana";"Presencial";"32";"0";"32";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"5°";"11";"A";"37792";"Mañana";"Presencial";"30";"0";"30";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"5°";"11";"B";"37793";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"6°";"12";"A";"37794";"Mañana";"Presencial";"29";"0";"29";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"6°";"12";"B";"37795";"Mañana";"Presencial";"31";"0";"31";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"7°";"13";"A";"40670";"Mañana";"Presencial";"28";"0";"28";-;-
"División aún no censada!";"no";"Primario";"Privada";"03 - Primario Privada";"1852";"5001177";"00";"P049";"0";"P049-0";"NUESTRA SEÑORA DEL ROSARIO";"GODOY CRUZ";"VILLA HIPODROMO";-;"Urbano";"NO CORRESPONDE";"7°";"13";"B";"40671";"Mañana";"Presencial";"27";"0";"27";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"2°";"8";"A";"35874";"Tarde";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"2°";"8";"B";"35875";"Tarde";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"3°";"9";"A";"35876";"Tarde";"Presencial";"21";"0";"21";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"3°";"9";"B";"35877";"Tarde";"Presencial";"23";"0";"23";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"4°";"10";"A";"37797";"Tarde";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"4°";"10";"B";"37798";"Tarde";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"5°";"11";"A";"37799";"Tarde";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"5°";"11";"B";"37800";"Tarde";"Presencial";"13";"0";"13";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"6°";"12";"A";"37796";"Tarde";"Presencial";"22";"0";"22";-;-
"División aún no censada!";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"6°";"12";"B";"37801";"Tarde";"Presencial";"24";"0";"24";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"7°";"13";"A";"40673";"Tarde";"Presencial";"25";"25";"0";"2022";"ALTARE CECILIA,BENGOLEA LAURA EMILIA,MARTI NATALIA,NALLIM SILVINA"
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"05 - Primario Privada";"1853";"5000093";"00";"P050";"0";"P050-0";"SANTA TERESITA";"GUAYMALLÉN";"SAN JOSÉ";"20%";"Urbano";"NO CORRESPONDE";"7°";"13";"B";"40672";"Tarde";"Presencial";"22";"5";"17";"2022";"ALTARE CECILIA,BENGOLEA LAURA EMILIA,MARTI NATALIA,NALLIM SILVINA"
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"1854";"5000946";"00";"P051";"0";"P051-0";"NSTRA.SRA. DEL SSMO. ROSARIO";"JUNIN";"ING GIAGNONI";"50%";"Rural";"NO CORRESPONDE";"2°";"8";"A";"63908";"Tarde";"Presencial";"16";"0";"16";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"1854";"5000946";"00";"P051";"0";"P051-0";"NSTRA.SRA. DEL SSMO. ROSARIO";"JUNIN";"ING GIAGNONI";"50%";"Rural";"NO CORRESPONDE";"2°";"8";"B";"81749";"Tarde";"Presencial";"18";"0";"18";-;-
"Operativo 2022 Instancia II";"no";"Primario";"Privada";"02 - Primario Privada";"1854";"5000946";"00";"P051";"0";"P051-0";"NSTRA.SRA. DEL SSMO. ROSARIO";"JUNIN";"ING GIAGNONI";"50%";"Rural";"NO CORRESPONDE";"3°";"9";"Ú";"69817";"Tarde";"Presencial";"28";"19";"9";"2022";"Portera Rosana,ROSCANI ANDREA PAOLA,TAGUA LAURA MARISA"
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"1854";"5000946";"00";"P051";"0";"P051-0";"NSTRA.SRA. DEL SSMO. ROSARIO";"JUNIN";"ING GIAGNONI";"50%";"Rural";"NO CORRESPONDE";"4°";"10";"A";"37802";"Tarde";"Presencial";"20";"0";"20";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"1854";"5000946";"00";"P051";"0";"P051-0";"NSTRA.SRA. DEL SSMO. ROSARIO";"JUNIN";"ING GIAGNONI";"50%";"Rural";"NO CORRESPONDE";"4°";"10";"B";"74646";"Tarde";"Presencial";"19";"0";"19";-;-
"División aún no censada!";"no";"Primario";"Privada";"02 - Primario Privada";"1854";"5000946";"00";"P051";"0";"P051-0";"NSTRA.SRA. DEL SSMO. ROSARIO";"JUNIN";"ING GIAGNONI";"50%";"Rural";"NO CORRESPONDE";"5°";"11";"A";"37804";"Tarde";"Presencial";"16";"0";"16";-;-
